rho left, u left, E left, rho right, u right, E right
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
   1.00000   0.00000   2.50000   1.00000   0.00000   2.50000
